"시도별","시점",과채류:면적 (ha),과채류:생산량 (톤),수박:면적 (ha),수박:생산량 (톤),노지수박:면적 (ha),노지수박:10a당 생산량 (kg),노지수박:생산량 (톤),시설수박:면적 (ha),시설수박:10a당 생산량 (kg),시설수박:생산량 (톤),참외:면적 (ha),참외:생산량 (톤),노지참외:면적 (ha),노지참외:10a당 생산량 (kg),노지참외:생산량 (톤),시설참외:면적 (ha),시설참외:10a당 생산량 (kg),시설참외:생산량 (톤),딸기:면적 (ha),딸기:생산량 (톤),노지딸기:면적 (ha),노지딸기:10a당 생산량 (kg),노지딸기:생산량 (톤),시설딸기:면적 (ha),시설딸기:10a당 생산량 (kg),시설딸기:생산량 (톤),오이:면적 (ha),오이:생산량 (톤),노지오이:면적 (ha),노지오이:10a당 생산량 (kg),노지오이:생산량 (톤),시설오이:면적 (ha),시설오이:10a당 생산량 (kg),시설오이:생산량 (톤),호박:면적 (ha),호박:생산량 (톤),노지호박:면적 (ha),노지호박:10a당 생산량 (kg),노지호박:생산량 (톤),시설호박:면적 (ha),시설호박:10a당 생산량 (kg),시설호박:생산량 (톤),토마토:면적 (ha),토마토:생산량 (톤),노지토마토:면적 (ha),노지토마토:10a당 생산량 (kg),노지토마토:생산량 (톤),시설토마토:면적 (ha),시설토마토:10a당 생산량 (kg),시설토마토:생산량 (톤)
"계","2022",40390,1770302,11762,487167,2377,3489,82950,9385,4307,404217,4686,200495,212,2644,5599,4475,4356,194896,5745,158807,53,1932,1023,5692,2772,157784,3836,281926,773,4119,31846,3063,8165,250080,8249,263099,6245,2535,158311,2004,5228,104788,6111,378808,0,0,0,6111,6199,378808
"서울특별시","2003",60,2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1910,2,4000,80,25,7320,1830,27,770,15,2130,320,12,3750,450,6,312,2,3500,70,4,6050,242
"서울특별시","2004",80,3366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,176,15,1175,176,0,0,0,22,1630,1,2826,28,21,7627,1602,36,1210,17,2326,395,19,4288,815,7,350,2,3500,70,5,5600,280
"서울특별시","2005",94,4310,3,53,3,1774,53,0,0,0,3,64,3,2119,64,0,0,0,15,170,15,1135,170,0,0,0,18,1241,2,2000,40,16,7508,1201,47,2310,16,2488,398,31,6167,1912,8,472,2,2750,55,6,6950,417
"서울특별시","2006",65,3752,0,0,0,0,0,0,0,0,1,22,1,2173,22,0,0,0,0,0,0,0,0,0,0,0,25,1682,1,2000,20,24,6925,1662,37,1910,12,3345,401,25,6034,1509,2,138,0,0,0,2,6900,138
"서울특별시","2007",91,4197,0,0,0,0,0,0,0,0,1,21,1,2149,21,0,0,0,0,0,0,0,0,0,0,0,27,1818,1,2217,22,26,6909,1796,61,2351,34,2217,754,27,5914,1597,2,7,2,350,7,0,0,0
"서울특별시","2008",31,1419,0,0,0,0,0,0,0,0,1,27,1,2687,27,0,0,0,0,0,0,0,0,0,0,0,11,671,2,2500,50,9,6900,621,15,556,9,2300,207,6,5812,349,4,165,3,4331,130,1,3546,35
"서울특별시","2009",55,3475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2032,2,2758,55,27,7323,1977,25,1404,4,2467,99,21,6215,1305,1,39,1,3900,39,0,0,0
"서울특별시","2010",27,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,414,1,3155,32,8,4781,382,17,647,2,2435,49,15,3988,598,1,32,0,0,0,1,3216,32
"서울특별시","2011",43,1709,0,0,0,0,0,0,0,0,1,28,1,2826,28,0,0,0,0,0,0,0,0,0,0,0,27,1178,2,2988,60,25,4470,1118,11,365,5,2361,118,6,4123,247,4,138,0,0,0,4,3461,138
"서울특별시","2012",45,2760,0,0,0,0,0,0,0,0,2,48,2,2421,48,0,0,0,0,0,0,0,0,0,0,0,20,1332,1,3456,35,19,6826,1297,19,1106,3,1912,57,16,6556,1049,4,274,0,0,0,4,6850,274
"서울특별시","2013",15,818,0,0,0,0,0,0,0,0,2,47,1,2416,24,1,2292,23,0,0,0,0,0,0,0,0,2,137,0,0,0,2,6826,137,9,497,2,1912,38,7,6556,459,2,137,0,0,0,2,6850,137
"서울특별시","2014",11,711,0,0,0,0,0,0,0,0,1,24,1,2402,24,0,0,0,0,0,0,0,0,0,0,0,5,341,0,0,0,5,6826,341,4,277,1,2330,23,3,8468,254,1,69,0,0,0,1,6850,69
"서울특별시","2015",28,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1160,0,0,0,17,6826,1160,5,223,0,0,0,5,4462,223,6,411,0,0,0,6,6850,411
"서울특별시","2016",8,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,156,3,3180,95,1,6071,61,4,150,0,0,0,4,3758,150
"서울특별시","2017",9,272,0,4,0,2434,1,0,5063,3,0,12,0,2355,8,0,2515,4,0,2,0,2119,2,0,0,0,1,51,1,3062,23,0,5850,28,5,169,4,3033,132,1,4900,37,2,34,0,0,0,2,1433,34
"서울특별시","2018",9,235,0,2,0,4050,1,0,2951,1,0,2,0,1966,1,0,2474,1,0,0,0,0,0,0,0,0,2,91,0,3866,11,1,5844,80,4,122,3,3156,92,1,4906,30,4,18,0,0,0,4,450,18
"서울특별시","2019",9,226,0,2,0,4930,2,0,0,0,0,2,0,2342,2,0,0,0,0,0,0,0,0,0,0,0,2,92,0,3015,15,1,5844,77,3,112,3,3511,97,0,4906,15,4,18,0,0,0,4,450,18
"서울특별시","2020",10,303,0,1,0,5035,1,0,3699,0,0,2,0,2252,2,0,2456,0,0,0,0,2066,0,0,0,0,3,173,0,3013,11,3,5844,162,3,111,3,3510,101,0,4906,10,4,16,0,0,0,4,450,16
"서울특별시","2021",18,290,0,8,0,5035,8,0,3705,0,0,3,0,2252,3,0,0,0,1,17,0,2066,3,0,2826,14,3,126,1,3028,36,2,5844,90,2,80,2,3520,61,0,4906,19,13,56,0,0,0,13,450,56
"서울특별시","2022",24,781,0,6,0,3901,5,0,2235,1,1,18,1,2252,18,0,2446,0,0,3,0,2066,3,0,0,0,11,592,1,3302,41,9,5844,551,3,120,3,3517,99,0,4906,21,9,42,0,0,0,9,450,42
"부산광역시","2003",463,29350,2,67,0,0,0,2,3364,67,1,33,0,0,0,1,3281,33,0,0,0,0,0,0,0,0,96,6504,0,0,0,96,6775,6504,72,4053,20,3950,790,52,6275,3263,292,18693,8,7563,605,284,6369,18088
"부산광역시","2004",508,31712,3,81,0,0,0,3,2709,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3392,4,5012,200,57,5600,3192,68,3526,45,4667,2100,23,6200,1426,376,24713,7,7657,536,369,6552,24177
"부산광역시","2005",490,30599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,5431,3,5012,150,78,6770,5281,41,1526,38,3520,1338,3,6272,188,368,23642,4,7650,306,364,6411,23336
"부산광역시","2006",337,21228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1261,2,5790,116,17,6738,1145,40,1916,21,3688,774,19,6012,1142,278,18051,2,5700,114,276,6499,17937
"부산광역시","2007",324,20510,1,25,1,2500,25,0,0,0,1,22,1,2247,22,0,0,0,0,0,0,0,0,0,0,0,5,336,0,0,0,5,6718,336,26,1080,20,3598,720,6,5999,360,291,19047,1,4300,43,290,6553,19004
"부산광역시","2008",237,14932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,395,1,5582,56,5,6775,339,33,1426,23,3591,826,10,6000,600,198,13111,6,4183,251,192,6698,12860
"부산광역시","2009",380,23776,0,0,0,0,0,0,0,0,1,17,1,1740,17,0,0,0,11,330,0,0,0,11,3000,330,25,1653,1,4500,45,24,6700,1608,44,2276,14,3400,476,30,6000,1800,299,19500,3,6000,180,296,6527,19320
"부산광역시","2010",256,8616,0,0,0,0,0,0,0,0,1,23,0,0,0,1,2334,23,0,0,0,0,0,0,0,0,12,373,0,0,0,12,3111,373,22,640,2,3666,73,20,2835,567,221,7580,0,0,0,221,3430,7580
"부산광역시","2011",368,23408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1311,0,0,0,19,6901,1311,35,1360,32,3690,1181,3,5960,179,314,20737,0,0,0,314,6604,20737
"부산광역시","2012",352,22189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,132,0,0,0,4,3299,132,15,1076,0,0,0,15,7170,1076,28,1092,28,3900,1092,0,0,0,305,19889,0,0,0,305,6521,19889
"부산광역시","2013",419,24572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,448,0,0,0,7,6394,448,57,2068,50,3357,1679,7,5559,389,355,22056,0,0,0,355,6213,22056
"부산광역시","2014",454,30961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1,3157,32,0,0,0,30,985,30,3284,985,0,0,0,423,29944,0,0,0,423,7079,29944
"부산광역시","2015",450,31176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,0,0,0,1,7585,76,39,1691,22,3284,722,17,5700,969,410,29409,0,0,0,410,7173,29409
"부산광역시","2016",452,26245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,101,3,3358,101,0,0,0,41,1586,31,3288,1019,10,5668,567,408,24558,0,0,0,408,6019,24558
"부산광역시","2017",367,21162,4,126,2,2924,44,2,3775,82,0,11,0,2286,11,0,0,0,0,1,0,2980,1,0,0,0,2,95,2,5863,95,0,0,0,46,1733,37,3288,1215,9,5749,518,316,19196,0,0,0,316,6081,19196
"부산광역시","2018",430,27781,3,88,2,2670,47,1,3251,41,0,4,0,915,4,0,0,0,0,8,0,3240,8,0,0,0,7,488,1,5864,84,6,7111,404,56,1945,51,3284,1660,5,5666,285,363,25248,0,0,0,363,6952,25248
"부산광역시","2019",382,21360,9,315,2,2939,46,7,3747,269,1,8,1,1500,8,0,0,0,0,5,0,3684,5,0,0,0,5,308,2,5864,107,3,6878,201,68,2007,57,2373,1346,11,6127,661,301,18717,0,0,0,301,6226,18717
"부산광역시","2020",462,26768,3,113,2,3007,67,1,3733,46,1,17,1,1423,14,0,1422,3,1,42,0,3670,18,1,2759,24,4,283,1,5864,73,3,7326,210,42,1450,39,3284,1268,3,5758,182,410,24863,0,0,0,410,6058,24863
"부산광역시","2021",564,33273,4,120,3,3007,96,1,3763,24,1,17,1,1477,16,0,1422,1,1,27,1,3780,27,0,0,0,15,1035,5,5805,278,10,7298,757,29,972,28,3284,926,1,5758,46,514,31102,0,0,0,514,6050,31102
"부산광역시","2022",613,36283,4,110,3,2949,103,0,3811,7,1,16,1,1183,15,0,1381,1,0,17,0,3800,13,0,2599,4,15,996,4,5805,252,10,7097,744,30,1047,26,3284,867,3,5758,180,563,34097,0,0,0,563,6054,34097
"대구광역시","2003",556,24762,311,10170,0,0,0,311,3270,10170,43,1226,0,0,0,43,2850,1226,3,90,0,0,0,3,3000,90,27,2811,0,0,0,27,10410,2811,53,1995,22,2110,464,31,4940,1531,119,8470,2,6450,129,117,7129,8341
"대구광역시","2004",549,24130,230,6916,0,0,0,230,3007,6916,93,2585,1,3321,33,92,2774,2552,0,0,0,0,0,0,0,0,34,3932,1,4147,41,33,11790,3891,76,2254,38,2265,861,38,3665,1393,116,8443,1,6300,63,115,7287,8380
"대구광역시","2005",607,27379,259,7796,0,0,0,259,3010,7796,111,3153,3,3482,104,108,2823,3049,1,14,1,1391,14,0,0,0,36,4178,2,4320,86,34,12034,4092,55,1661,27,2189,591,28,3820,1070,145,10577,3,5833,175,142,7325,10402
"대구광역시","2006",849,44521,241,9854,0,0,0,241,4089,9854,286,8574,0,0,0,286,2998,8574,0,0,0,0,0,0,0,0,48,4891,1,4165,42,47,10318,4849,74,2884,35,3121,1092,39,4594,1792,200,18318,2,3800,76,198,9213,18242
"대구광역시","2007",941,46100,289,11797,0,0,0,289,4082,11797,311,9061,1,3064,31,310,2913,9030,0,0,0,0,0,0,0,0,37,2414,0,0,0,37,6523,2414,79,2769,58,3080,1786,21,4681,983,225,20059,3,4467,134,222,8975,19925
"대구광역시","2008",846,38480,169,6959,0,0,0,169,4118,6959,428,12399,0,0,0,428,2897,12399,0,0,0,0,0,0,0,0,82,7389,3,4241,127,79,9192,7262,66,1959,56,2632,1474,10,4848,485,101,9774,2,4750,95,99,9777,9679
"대구광역시","2009",871,38816,157,6463,1,3323,33,156,4122,6430,498,14420,1,2739,27,497,2896,14393,0,0,0,0,0,0,0,0,75,6730,5,4423,221,70,9299,6509,40,1275,27,2416,652,13,4791,623,101,9928,1,4400,44,100,9884,9884
"대구광역시","2010",678,25074,103,3517,0,0,0,103,3415,3517,419,11983,0,0,0,419,2860,11983,0,0,0,0,0,0,0,0,13,1151,3,4174,125,10,10263,1026,65,1983,47,2595,1220,18,4240,763,78,6440,0,0,0,78,8256,6440
"대구광역시","2011",561,22123,93,3338,0,0,0,93,3589,3338,338,9934,5,2605,130,333,2944,9804,0,0,0,0,0,0,0,0,12,1316,0,0,0,12,10969,1316,50,1514,34,2359,802,16,4452,712,68,6021,0,0,0,68,8854,6021
"대구광역시","2012",676,28938,117,4223,0,0,0,117,3609,4223,381,11807,0,0,0,381,3099,11807,0,0,0,0,0,0,0,0,36,3811,2,4029,81,34,10971,3730,47,1128,44,2259,994,3,4452,134,95,7969,0,0,0,95,8388,7969
"대구광역시","2013",634,29613,89,3339,0,0,0,89,3752,3339,323,10384,0,0,0,323,3215,10384,0,0,0,0,0,0,0,0,63,6242,0,0,0,63,9908,6242,61,1715,45,2317,1043,16,4200,672,98,7933,0,0,0,98,8095,7933
"대구광역시","2014",704,24841,154,5686,0,0,0,154,3692,5686,328,10535,0,0,0,328,3212,10535,0,0,0,0,0,0,0,0,112,5294,0,0,0,112,4727,5294,39,1350,30,1839,552,9,8870,798,71,1976,0,0,0,71,2783,1976
"대구광역시","2015",573,18788,80,3002,0,0,0,80,3753,3002,316,10169,0,0,0,316,3218,10169,3,110,0,0,0,3,3677,110,57,2682,0,0,0,57,4706,2682,39,696,38,1594,606,1,8977,90,78,2129,0,0,0,78,2730,2129
"대구광역시","2016",692,33386,108,5418,0,0,0,108,5017,5418,286,9367,0,0,0,286,3275,9367,5,177,1,3376,34,4,3584,143,46,3116,0,0,0,46,6774,3116,44,1794,28,1780,498,16,8103,1296,203,13514,0,0,0,203,6657,13514
"대구광역시","2017",690,29885,294,11607,0,3446,10,294,3949,11597,136,4471,0,2286,2,136,3284,4469,1,40,0,2980,3,1,3188,37,27,2040,0,0,0,27,7628,2040,35,1526,21,1890,393,14,8103,1133,197,10201,0,0,0,197,5174,10201
"대구광역시","2018",615,33006,199,10104,0,0,0,199,5073,10104,177,7129,0,0,0,177,4034,7129,0,0,0,0,0,0,0,0,29,1729,0,0,0,29,5947,1729,43,2672,18,1706,309,25,9431,2363,167,11372,0,0,0,167,6800,11372
"대구광역시","2019",617,31475,210,10892,0,0,0,210,5187,10892,184,7437,0,0,0,184,4046,7437,2,62,0,0,0,2,3403,62,11,809,0,3252,16,11,7402,793,24,1723,8,2023,154,16,9575,1569,186,10552,0,0,0,186,5682,10552
"대구광역시","2020",555,27423,187,9697,0,2734,1,187,5191,9696,175,7051,1,1423,14,174,4039,7037,0,0,0,0,0,0,0,0,12,853,1,3327,19,11,7402,834,30,1393,20,2033,407,10,9575,986,150,8429,0,0,0,150,5608,8429
"대구광역시","2021",386,20337,183,9495,1,3160,19,183,5191,9476,69,2767,0,1428,2,68,4039,2765,5,165,1,1122,6,5,3403,159,69,5000,2,3327,65,67,7402,4935,29,1120,21,2033,435,7,9575,685,32,1790,0,0,0,32,5589,1790
"대구광역시","2022",386,19832,185,9612,0,2976,9,185,5191,9603,87,3529,0,1183,1,87,4039,3528,7,222,0,1122,0,7,3403,222,42,3069,1,3327,32,41,7402,3037,22,991,15,2033,299,7,9575,692,43,2409,0,0,0,43,5577,2409
"인천광역시","2003",463,22190,30,899,6,1992,120,24,3247,779,34,681,24,2004,481,10,2000,200,8,100,8,1246,100,0,0,0,270,16436,12,6010,721,258,6091,15715,73,1868,69,2449,1690,4,4453,178,48,2206,11,3209,353,37,5008,1853
"인천광역시","2004",431,19377,5,83,5,1658,83,0,0,0,19,332,17,1763,300,2,1600,32,13,204,13,1567,204,0,0,0,199,11656,10,5408,541,189,5881,11115,92,2257,77,2052,1580,15,4513,677,103,4845,14,2821,395,89,5000,4450
"인천광역시","2005",412,16226,23,416,4,1846,74,19,1800,342,25,383,19,1794,341,6,700,42,10,189,10,1890,189,0,0,0,171,8580,10,4193,419,161,5069,8161,78,2558,62,3300,2046,16,3200,512,105,4100,15,1920,288,90,4236,3812
"인천광역시","2006",245,8395,4,79,4,1984,79,0,0,0,17,272,12,1809,217,5,1100,55,5,91,5,1811,91,0,0,0,47,2125,17,3947,671,30,4847,1454,101,3317,100,3284,3284,1,3267,33,71,2511,23,2583,594,48,3994,1917
"인천광역시","2007",190,6821,5,147,2,2076,42,3,3493,105,20,336,17,1783,303,3,1100,33,8,106,4,1761,70,4,900,36,39,1783,16,3698,592,23,5178,1191,53,1536,52,2886,1501,1,3533,35,65,2913,15,2500,375,50,5076,2538
"인천광역시","2008",205,7725,11,356,2,2035,41,9,3500,315,21,418,16,1814,290,5,2550,128,19,428,12,1757,211,7,3100,217,62,3282,21,3635,763,41,6144,2519,55,1861,50,3391,1696,5,3292,165,37,1380,14,2479,347,23,4491,1033
"인천광역시","2009",258,9546,22,783,2,2083,42,20,3703,741,13,246,13,1891,246,0,0,0,37,694,33,1742,575,4,2970,119,47,2280,26,3719,967,21,6250,1313,53,1767,49,3300,1617,4,3753,150,86,3776,20,2415,483,66,4989,3293
"인천광역시","2010",197,7674,10,312,2,1865,37,8,3435,275,9,169,8,1794,144,1,2500,25,29,400,26,1260,328,3,2400,72,50,2606,17,3432,583,33,6131,2023,42,1397,42,3327,1397,0,0,0,57,2790,0,0,0,57,4894,2790
"인천광역시","2011",176,7296,8,271,0,0,0,8,3393,271,20,351,17,1596,271,3,2670,80,11,254,11,2308,254,0,0,0,43,2191,20,3685,737,23,6321,1454,32,1011,32,3159,1011,0,0,0,62,3218,0,0,0,62,5191,3218
"인천광역시","2012",203,11633,9,334,1,2592,26,8,3847,308,11,241,7,2100,147,4,2361,94,9,105,9,1166,105,0,0,0,67,4989,14,4129,578,53,8323,4411,32,831,29,2536,735,3,3214,96,75,5133,0,0,0,75,6844,5133
"인천광역시","2013",244,9450,33,1262,0,0,0,33,3824,1262,7,70,7,1000,70,0,0,0,19,239,17,1160,197,2,2095,42,37,1954,7,3251,228,30,5752,1726,37,795,36,2119,763,1,3236,32,111,5130,0,0,0,111,4622,5130
"인천광역시","2014",205,8070,9,324,1,2834,28,8,3695,296,1,24,1,2402,24,0,0,0,1,24,0,0,0,1,2428,24,38,1926,11,2954,325,27,5930,1601,36,848,30,2170,651,6,3289,197,120,4924,0,0,0,120,4103,4924
"인천광역시","2015",264,13036,10,312,1,1768,18,9,3267,294,11,266,11,2421,266,0,0,0,1,24,0,0,0,1,2428,24,55,2549,16,2930,469,39,5334,2080,56,1683,54,2996,1618,2,3244,65,131,8202,0,0,0,131,6261,8202
"인천광역시","2016",207,9506,19,667,2,2685,54,17,3604,613,9,214,8,2364,189,1,2466,25,26,659,0,0,0,26,2533,659,71,3347,11,2491,274,60,5122,3073,20,640,19,3200,608,1,3185,32,62,3979,0,0,0,62,6418,3979
"인천광역시","2017",248,11364,17,577,3,2434,80,14,3643,497,12,289,8,2355,185,4,2515,104,48,1253,1,2119,21,47,2600,1232,75,4053,8,3062,249,67,5682,3804,41,1305,39,3200,1238,2,3173,67,55,3887,0,0,0,55,7023,3887
"인천광역시","2018",283,11817,5,186,4,4050,142,1,3698,44,10,200,9,1966,184,1,2474,16,31,792,1,2100,12,31,2527,780,100,4470,38,3866,1451,62,4861,3019,84,2678,81,3200,2607,2,3149,71,54,3491,0,0,0,54,6515,3491
"인천광역시","2019",310,14453,18,736,5,4930,268,12,3755,468,21,497,18,2342,429,3,2485,68,24,601,5,2066,97,19,2602,504,89,4556,17,3015,517,72,5587,4039,79,2515,77,3200,2455,2,3172,60,79,5548,0,0,0,79,7021,5548
