"시도별","시점",과채류:면적 (ha),과채류:생산량 (톤),수박:면적 (ha),수박:생산량 (톤),노지수박:면적 (ha),노지수박:10a당 생산량 (kg),노지수박:생산량 (톤),시설수박:면적 (ha),시설수박:10a당 생산량 (kg),시설수박:생산량 (톤),참외:면적 (ha),참외:생산량 (톤),노지참외:면적 (ha),노지참외:10a당 생산량 (kg),노지참외:생산량 (톤),시설참외:면적 (ha),시설참외:10a당 생산량 (kg),시설참외:생산량 (톤),딸기:면적 (ha),딸기:생산량 (톤),노지딸기:면적 (ha),노지딸기:10a당 생산량 (kg),노지딸기:생산량 (톤),시설딸기:면적 (ha),시설딸기:10a당 생산량 (kg),시설딸기:생산량 (톤),오이:면적 (ha),오이:생산량 (톤),노지오이:면적 (ha),노지오이:10a당 생산량 (kg),노지오이:생산량 (톤),시설오이:면적 (ha),시설오이:10a당 생산량 (kg),시설오이:생산량 (톤),호박:면적 (ha),호박:생산량 (톤),노지호박:면적 (ha),노지호박:10a당 생산량 (kg),노지호박:생산량 (톤),시설호박:면적 (ha),시설호박:10a당 생산량 (kg),시설호박:생산량 (톤),토마토:면적 (ha),토마토:생산량 (톤),노지토마토:면적 (ha),노지토마토:10a당 생산량 (kg),노지토마토:생산량 (톤),시설토마토:면적 (ha),시설토마토:10a당 생산량 (kg),시설토마토:생산량 (톤)
"경상남도","1991",9858,245673,5522,140843,2262,2390,54062,3260,2662,86781,815,13311,176,1888,3323,639,1563,9988,1295,24826,172,1356,2332,1123,2003,22494,1036,33474,428,2545,10893,608,3714,22581,784,18682,319,1743,5560,465,2822,13122,406,14537,94,2862,2690,312,3797,11847
"경상남도","1992",11147,295706,6434,168827,1911,2418,46208,4523,2711,122619,737,17268,46,2133,981,691,2357,16287,1361,26671,146,1774,2590,1215,1982,24081,1025,37371,145,2899,4204,880,3769,33167,1137,29797,371,2308,8563,766,2772,21234,453,15772,115,3340,3841,338,3530,11931
"경상남도","1993",13984,364823,8105,203862,2312,2328,53823,5793,2590,150039,827,18879,69,2238,1544,758,2287,17335,1826,36532,138,1605,2215,1688,2033,34317,1021,38045,277,2580,7147,744,4153,30898,1453,37423,594,2147,12753,859,2872,24670,752,30082,87,3100,2697,665,4118,27385
"경상남도","1994",14203,388254,8535,223308,1504,2506,37690,7031,2640,185618,918,19848,66,2124,1402,852,2165,18446,1740,36292,152,1613,2452,1588,2131,33840,1088,45129,194,3226,6258,894,4348,38871,1217,33625,577,2520,14540,640,2982,19085,705,30052,111,3506,3892,594,4404,26160
"경상남도","1995",17083,466516,10423,280864,1731,2472,42790,8692,2739,238074,1231,27620,76,1996,1517,1155,2260,26103,2626,60936,149,2345,3494,2477,2319,57442,911,37857,144,2752,3963,767,4419,33894,1277,36930,460,2581,11873,817,3067,25057,555,22309,106,2099,2225,449,4473,20084
"경상남도","1996",15866,411221,9832,209830,966,2723,26304,8866,2070,183526,801,19326,30,1994,598,771,2429,18728,2569,63115,107,1578,1688,2462,2495,61427,548,25239,79,3529,2788,469,4787,22451,1377,43115,456,2489,11350,921,3449,31765,739,50596,37,2759,1021,702,7062,49575
"경상남도","1997",16021,443054,10091,262232,685,2553,17488,9406,2602,244744,756,19241,31,2335,724,725,2554,18517,2419,57866,131,1836,2405,2288,2424,55461,481,19694,67,3459,2318,414,4197,17376,1490,43653,500,2551,12755,990,3121,30898,784,40368,76,3555,2702,708,5320,37666
"경상남도","1998",14629,414272,8738,233074,433,3480,15068,8305,2625,218006,926,23351,16,3643,583,910,2502,22768,2319,55764,36,2193,789,2283,2408,54975,640,26499,53,2373,1258,587,4300,25241,1440,44739,430,2477,10651,1010,3375,34088,566,30845,23,4710,1083,543,5481,29762
"경상남도","1999",14640,433389,8931,248431,246,2417,5946,8685,2792,242485,934,21623,23,1845,424,911,2327,21199,2136,52082,67,2416,1619,2069,2439,50463,569,25706,25,2094,524,544,4629,25182,1507,55135,364,2505,9118,1143,4026,46017,563,30412,17,3724,633,546,5454,29779
"경상남도","2000",14600,427253,9150,267535,140,2530,3542,9010,2930,263993,1084,26486,10,2586,259,1074,2442,26227,2037,51288,40,2111,844,1997,2526,50444,417,20775,26,2532,658,391,5145,20117,1278,40123,358,2524,9036,920,3379,31087,634,21046,22,4283,942,612,3285,20104
"경상남도","2001",14091,483550,8793,285481,94,2385,2242,8699,3256,283239,810,21298,13,2777,361,797,2627,20937,2373,64180,18,1606,289,2355,2713,63891,380,29897,10,2084,208,370,8024,29689,1419,61976,361,2678,9668,1058,4944,52308,316,20718,10,1820,182,306,6711,20536
"경상남도","2002",12899,433091,7823,252698,18,2011,362,7805,3233,252336,770,22923,0,0,0,770,2977,22923,2219,63283,25,2052,513,2194,2861,62770,334,23458,20,3027,605,314,7278,22853,1389,46021,289,2454,7092,1100,3539,38929,364,24708,20,2329,466,344,7047,24242
"제주도","1991",2350,52092,1770,41471,1736,2339,40605,34,2546,866,177,3009,173,1703,2946,4,1563,63,258,3105,249,1192,2968,9,1521,137,114,3576,23,2565,590,91,3281,2986,13,225,12,1732,208,1,1667,17,18,706,4,3806,152,14,3954,554
"제주도","1992",2452,53935,1958,44412,1949,2266,44164,9,2750,248,114,1962,82,1646,1350,32,1914,612,232,3001,220,1280,2816,12,1543,185,88,2779,41,2663,1092,47,3589,1687,26,451,21,1728,363,5,1766,88,34,1330,2,3849,77,32,3915,1253
"제주도","1993",2639,54711,1977,40589,1969,2050,40365,8,2798,224,164,3168,159,1830,2910,5,5167,258,238,2422,236,1013,2391,2,1536,31,110,5078,20,2523,505,90,5081,4573,117,1968,109,1670,1820,8,1853,148,33,1486,2,3675,74,31,4554,1412
"제주도","1994",1974,53391,1270,35822,1187,2830,33592,83,2687,2230,95,1819,87,1750,1523,8,3700,296,226,2735,217,1200,2604,9,1453,131,136,5875,44,2570,1131,92,5157,4744,142,2414,142,1700,2414,0,0,0,105,4726,1,3990,40,104,4506,4686
"제주도","1995",1802,49114,1164,31210,1089,2644,28793,75,3223,2417,72,1310,72,1820,1310,0,0,0,229,3018,208,1196,2488,21,2524,530,146,7017,41,2684,1100,105,5635,5917,52,1121,46,2068,951,6,2836,170,135,5438,5,4000,200,130,4029,5238
"제주도","1996",1015,27949,551,16340,548,2968,16265,3,2489,75,83,1504,83,1812,1504,0,0,0,219,2602,202,1107,2236,17,2150,366,30,1531,20,2633,527,10,10037,1004,26,503,26,1933,503,0,0,0,106,5469,0,0,0,106,5159,5469
"제주도","1997",1145,31239,724,19550,713,2699,19244,11,2785,306,50,873,50,1746,873,0,0,0,164,1722,164,1050,1722,0,0,0,75,2441,55,2700,1485,20,4782,956,14,256,12,1743,209,2,2333,47,118,6397,0,0,0,118,5421,6397
"제주도","1998",1100,27175,765,19763,757,2573,19478,8,3565,285,56,973,56,1738,973,0,0,0,137,1030,137,752,1030,0,0,0,43,1606,28,3160,885,15,4804,721,24,456,21,1833,385,3,2364,71,75,3347,0,0,0,75,4463,3347
"제주도","1999",1208,15249,905,7418,892,784,6993,13,3268,425,34,518,34,1524,518,0,0,0,106,795,106,750,795,0,0,0,44,1331,23,650,150,21,5623,1181,52,982,37,1327,491,15,3273,491,67,4205,0,0,0,67,6276,4205
"제주도","2000",1186,31097,851,23838,823,2788,22945,28,3190,893,138,2226,138,1613,2226,0,0,0,73,533,73,730,533,0,0,0,21,617,12,650,78,9,5992,539,59,776,58,1279,742,1,3392,34,44,3107,0,0,0,44,7062,3107
"제주도","2001",572,14343,346,9876,313,2840,8889,33,2990,987,86,1457,86,1694,1457,0,0,0,82,794,82,968,794,0,0,0,13,85,13,657,85,0,0,0,23,414,23,1800,414,0,0,0,22,1717,0,0,0,22,7803,1717
"제주도","2002",530,12791,271,8040,270,2966,8008,1,3183,32,65,1099,65,1691,1099,0,0,0,94,680,94,723,680,0,0,0,7,260,7,3711,260,0,0,0,70,1415,62,1637,1015,8,5000,400,23,1297,1,2127,21,22,5801,1276
